id,speaker,headline,month_filmed,year_filmed,event,duration,date_published,views_as_of_06162017
43,Paul Bennett,Design is in the details,7,2005,TEDGlobal 2005,0:14:10,4/5/2007,750316
44,Nick Bostrom,A philosophical quest for our biggest problems,7,2005,TEDGlobal 2005,0:16:52,4/5/2007,749161
45,Sirena Huang,An 11-year-old's magical violin,2,2006,TED2006,0:24:41,8/8/2006,2670061
46,Jennifer Lin,"Improvising on piano, aged 14",2,2004,TED2004,0:24:05,8/8/2006,1617616
47,David Deutsch,Chemical scum that dream of distant quasars,7,2005,TEDGlobal 2005,0:19:00,9/12/2006,1071291
48,Saul Griffith,Everyday inventions,2,2006,TED2006,0:14:29,2/19/2007,429912
49,Joshua Prince-Ramus,Behind the design of Seattle's library,2,2006,TED2006,0:19:58,7/10/2006,937215
50,Stefan Sagmeister,Happiness by design,2,2004,TED2004,0:15:30,4/5/2007,1715120
51,Amory Lovins,Winning the oil endgame,2,2005,TED2005,0:19:44,12/11/2007,811016
53,Majora Carter,Greening the ghetto,2,2006,TED2006,0:18:36,6/27/2006,1603487
54,Cameron Sinclair,My wish: A call for open-source architecture,2,2006,TED2006,0:23:34,7/25/2006,1197985
55,Jehane Noujaim,My wish: A global day of film,2,2006,TED2006,0:25:38,7/25/2006,381970
56,Edward Burtynsky,My wish: Manufactured landscapes and green education,2,2005,TED2005,0:34:25,10/31/2006,932317
57,Robert Fischell,My wish: Three unusual medical inventions,2,2005,TED2005,0:26:49,10/31/2006,373574
58,Larry Brilliant,My wish: Help me stop pandemics,2,2006,TED2006,0:25:50,7/25/2006,681414
59,Bono,My wish: Three actions for Africa,2,2005,TED2005,0:27:52,10/31/2006,713464
60,Anna Deavere Smith,Four American characters,2,2005,TED2005,0:23:05,2/9/2007,961896
61,Steven Johnson,"How the ""ghost map"" helped end a killer disease",11,2006,TEDSalon 2006,0:10:03,1/31/2007,669113
62,Bjorn Lomborg,Global priorities bigger than climate change,2,2005,TED2005,0:16:41,1/2/2007,1370642
63,Charles Leadbeater,The era of open innovation,7,2005,TEDGlobal 2005,0:19:01,1/31/2007,1382643
64,Eve Ensler,Happiness in body and soul,2,2004,TED2004,0:20:25,9/6/2006,1106385
65,Jeff Han,The radical promise of the multi-touch interface,2,2006,TED2006,0:08:47,8/1/2006,4506699
66,Ken Robinson,Do schools kill creativity?,2,2006,TED2006,0:19:24,6/27/2006,45622906
67,Peter Donnelly,How juries are fooled by statistics,7,2005,TEDGlobal 2005,0:21:20,11/8/2006,1036886
68,Robert Wright,Progress is not a zero-sum game,2,2006,TED2006,0:19:11,1/17/2007,1010109
69,Wade Davis,Dreams from endangered cultures,2,2003,TED2003,0:22:01,1/9/2007,2402140
70,Richard St. John,8 secrets of success,2,2005,TED2005,0:03:30,12/14/2006,10448381
71,Rick Warren,A life of purpose,2,2006,TED2006,0:21:02,7/18/2006,3007625
72,Chris Anderson,Technology's long tail,2,2004,TED2004,0:14:18,4/27/2007,891435
73,Carl Honoré,In praise of slowness,7,2005,TEDGlobal 2005,0:19:15,2/28/2007,2379636
74,Alex Steffen,The route to a sustainable future,7,2005,TEDGlobal 2005,0:17:34,4/5/2007,1351194
75,Sasa Vucinic,Why we should invest in a free press,7,2005,TEDGlobal 2005,0:18:00,10/18/2006,573543
76,Susan Savage-Rumbaugh,The gentle genius of bonobos,2,2004,TED2004,0:17:25,4/5/2007,2148077
77,Sheila Patek,The shrimp with a kick!,2,2004,TED2004,0:16:25,4/5/2007,1057556
78,Al Seckel,Visual illusions that show how we (mis)think,2,2004,TED2004,0:14:33,4/5/2007,2109416
79,Iqbal Quadir,How mobile phones can fight poverty,7,2005,TEDGlobal 2005,0:15:52,10/10/2006,495093
80,Juan Enriquez,The life code that will reshape the future,2,2003,TED2003,0:22:20,4/5/2007,683029
81,Nora York,"Singing ""What I Want""",12,2006,TEDSalon 2006,0:04:36,4/5/2007,389450
82,Dean Kamen,"Luke, a new prosthetic arm for soldiers",3,2007,TED2007,0:05:10,8/28/2007,1550094
83,E.O. Wilson,My wish: Build the Encyclopedia of Life,3,2007,TED2007,0:22:35,4/3/2007,1303184
84,James Nachtwey,My wish: Let my photographs bear witness,3,2007,TED2007,0:21:56,4/3/2007,1229235
85,Bill Clinton,My wish: Rebuilding Rwanda,3,2007,TED2007,0:24:07,4/3/2007,843671
86,Julia Sweeney,Letting go of God,2,2006,TED2006,0:16:32,7/10/2006,3715835
87,Ze Frank,Nerdcore comedy,2,2004,TED2004,0:18:56,8/25/2006,6026936
89,Ben Saunders,Why did I ski to the North Pole?,2,2005,TED2005,0:18:03,10/25/2006,728116
90,Neil Gershenfeld,Unleash your creativity in a Fab Lab,2,2006,TED2006,0:17:18,2/19/2007,677811
91,Jacqueline Novogratz,Invest in Africa's own solutions,7,2005,TEDGlobal 2005,0:12:53,10/10/2006,684188
92,Hans Rosling,The best stats you've ever seen,2,2006,TED2006,0:19:50,6/27/2006,11783283
93,Barry Schwartz,The paradox of choice,7,2005,TEDGlobal 2005,0:19:37,9/26/2006,9596664
94,Dan Dennett,Let's teach religion -- all religion -- in schools,2,2006,TED2006,0:24:45,7/18/2006,2497748
96,Tony Robbins,Why we do what we do,2,2006,TED2006,0:21:45,6/27/2006,19981744
97,Dan Gilbert,The surprising science of happiness,2,2004,TED2004,0:21:16,9/26/2006,14329603
98,Richard Dawkins,Why the universe seems so strange,7,2005,TEDGlobal 2005,0:21:56,9/12/2006,2840393
99,Jill Sobule,"Global warming's theme song, ""Manhattan in January""",2,2006,TED2006,0:02:43,4/6/2007,578695
101,Caroline Lavelle,Casting a spell on the cello,2,2005,TED2005,0:07:39,4/6/2007,394144
102,Dan Dennett,The illusion of consciousness,2,2003,TED2003,0:21:48,4/6/2007,2610882
103,Evelyn Glennie,How to truly listen,2,2003,TED2003,0:32:09,4/6/2007,4083053
104,William McDonough,Cradle to cradle design,2,2005,TED2005,0:20:05,4/6/2007,1388378
105,Jeff Bezos,The electricity metaphor for the web's future,2,2003,TED2003,0:17:11,4/9/2007,714574
108,Rives,A mockingbird remix of TED2006,2,2006,TED2006,0:04:11,4/9/2007,638502
109,Eddi Reader,"""What You've Got""",2,2003,TED2003,0:05:12,4/14/2007,423197
110,Eddi Reader,"""Kiteflyer's Hill""",2,2003,TED2003,0:06:18,4/14/2007,509579
112,Tom Honey,Why would God create a tsunami?,2,2005,TED2005,0:19:32,4/16/2007,609078
113,Richard Dawkins,Militant atheism,2,2002,TED2002,0:29:10,4/16/2007,4316971
114,Tom Rielly,A comic sendup of TED2006,2,2006,TED2006,0:19:55,4/16/2007,601489
115,Rachelle Garniez,"""La Vie en Rose""",2,2004,TED2004,0:03:21,4/16/2007,438522
116,Dan Dennett,Dangerous memes,2,2002,TED2002,0:15:26,7/2/2007,1569395
117,Natalie MacMaster,Cape Breton fiddling in reel time,2,2002,TED2002,0:05:11,5/1/2007,709125
118,Sergey Brin + Larry Page,The genesis of Google,2,2004,TED2004,0:20:33,5/3/2007,1428792
119,Stew,"""Black Men Ski""",2,2006,TED2006,0:04:37,5/7/2007,570130
121,James Howard Kunstler,The ghastly tragedy of the suburbs,2,2004,TED2004,0:19:44,5/12/2007,1650077
122,David Kelley,Human-centered design,2,2002,TED2002,0:17:00,5/15/2007,753826
123,Stewart Brand,What squatter cities can teach us,2,2006,TED2006,0:03:05,5/17/2007,926647
125,Jeff Hawkins,How brain science will change computing,2,2003,TED2003,0:20:11,5/21/2007,1352931
126,Tierney Thys,Swim with the giant sunfish,2,2003,TED2003,0:16:41,5/21/2007,818572
127,Ngozi Okonjo-Iweala,Want to help Africa? Do business here,3,2007,TED2007,0:20:13,5/30/2007,1008689
128,John Doerr,Salvation (and profit) in greentech,3,2007,TED2007,0:17:52,5/27/2007,772342
129,Blaise Agüera y Arcas,How PhotoSynth can connect the world's images,3,2007,TED2007,0:07:30,5/27/2007,4749156
130,Robert Thurman,We can be Buddhas,12,2006,TEDSalon 2006,0:12:06,6/6/2007,1439927
131,Anand Agarawala,Rethink the desktop with BumpTop,3,2007,TED2007,0:04:39,6/5/2007,1474222
138,Ethel,"A string quartet plays ""Blue Room""",2,2006,TED2006,0:03:34,6/18/2007,379380
139,Stephen Lawler,Tour Microsoft's Virtual Earth,3,2007,TED2007,0:06:10,6/20/2007,306479
140,Hans Rosling,New insights on poverty,3,2007,TED2007,0:18:57,6/25/2007,3203013
141,Bill Stone,I'm going to the moon. Who's with me?,3,2007,TED2007,0:17:43,6/27/2007,1761790
142,Alan Russell,The potential of regenerative medicine,2,2006,TED2006,0:19:25,7/4/2007,1386733
143,Emily Oster,Flip your thinking on AIDS in Africa,3,2007,TED2007,0:15:34,7/12/2007,849636
144,Jonathan Harris,The Web's secret stories,3,2007,TED2007,0:17:10,7/8/2007,1039528
145,Deborah Gordon,The emergent genius of ant colonies,2,2003,TED2003,0:20:31,1/8/2008,897508
146,Will Wright,"Spore, birth of a game",3,2007,TED2007,0:16:37,7/17/2007,1079856
147,David Bolinsky,Visualizing the wonder of a living cell,3,2007,TED2007,0:09:45,7/22/2007,1742501
148,Rives,The 4 a.m. mystery,3,2007,TED2007,0:09:12,7/17/2007,3308307
149,Allison Hunt,How to get (a new) hip,3,2007,TED2007,0:04:48,7/24/2007,548037
151,George Ayittey,Africa's cheetahs versus hippos,6,2007,TEDGlobal 2007,0:17:50,7/30/2007,635876
152,Ngozi Okonjo-Iweala,Aid versus trade,6,2007,TEDGlobal 2007,0:22:10,7/31/2007,511022
153,William Kamkwamba,How I built a windmill,6,2007,TEDGlobal 2007,0:04:12,7/31/2007,1467959
154,Euvin Naidoo,Why invest in Africa,6,2007,TEDGlobal 2007,0:19:01,7/31/2007,315784
155,Chris Abani,Telling stories from Africa,6,2007,TEDGlobal 2007,0:17:36,8/9/2007,546281
156,Patrick Awuah,How to educate leaders? Liberal arts,6,2007,TEDGlobal 2007,0:17:31,8/3/2007,1160524
157,Jacqueline Novogratz,Patient capitalism,6,2007,TEDGlobal 2007,0:18:23,8/12/2007,799634
158,Vusi Mahlasela,"""Thula Mama""",6,2007,TEDGlobal 2007,0:10:06,8/15/2007,521939
159,Andrew Mwenda,Aid for Africa? No thanks.,6,2007,TEDGlobal 2007,0:17:07,9/4/2007,681616
161,Erin McKean,The joy of lexicography,3,2007,TED2007,0:15:50,8/30/2007,991627
162,Theo Jansen,"My creations, a new form of life",3,2007,TED2007,0:08:13,9/6/2007,3933143
163,Steven Pinker,The surprising decline in violence,3,2007,TED2007,0:19:15,9/10/2007,1977113
164,Steven Pinker,What our language habits reveal,7,2005,TEDGlobal 2005,0:17:27,9/9/2007,1880591
165,Hod Lipson,"Building ""self-aware"" robots",3,2007,TED2007,0:06:18,10/11/2007,1200946
167,Stephen Petranek,10 ways the world could end,2,2002,TED2002,0:29:42,9/25/2007,1691934
168,Zeresenay Alemseged,The search for humanity's roots,6,2007,TEDGlobal 2007,0:15:51,9/18/2007,895088
169,Vusi Mahlasela,"""Woza""",6,2007,TEDGlobal 2007,0:04:59,8/21/2007,409901
170,Jeff Skoll,My journey into movies that matter,3,2007,TED2007,0:15:31,8/21/2007,718095
171,Deborah Scranton,An Iraq war movie crowd-sourced from soldiers,3,2007,TED2007,0:17:36,9/13/2007,502366
172,John Maeda,Designing for simplicity,3,2007,TED2007,0:15:59,9/20/2007,1177139
174,Norman Foster,My green agenda for architecture,1,2007,DLD 2007,0:31:57,3/24/2008,755898
175,Sugata Mitra,Kids can teach themselves,2,2007,LIFT 2007,0:20:59,8/27/2008,1462494
176,Paul MacCready,A flight on solar wings,2,2003,TED2003,0:21:20,9/26/2007,731234
177,Larry Brilliant,The case for optimism,3,2007,Skoll World Forum 2007,0:21:01,11/21/2007,412533
178,Carolyn Porco,This is Saturn,3,2007,TED2007,0:17:09,10/1/2007,2588886
179,Kenichi Ebina,My magic moves,3,2007,TED2007,0:03:32,10/3/2007,1703438
181,Richard Branson,"Life at 30,000 feet",3,2007,TED2007,0:29:51,10/9/2007,1589044
182,Maira Kalman,The illustrated woman,3,2007,TED2007,0:17:30,10/16/2007,660046
183,Paul Rothemund,Playing with DNA that self-assembles,3,2007,TED2007,0:04:59,11/8/2007,400183
184,VS Ramachandran,3 clues to understanding your brain,3,2007,TED2007,0:23:34,10/21/2007,3802213
185,Eleni Gabre-Madhin,A commodities exchange for Ethiopia,6,2007,TEDGlobal 2007,0:20:34,10/25/2007,540749
186,Rokia Traore,"""M'Bifo""",6,2007,TEDGlobal 2007,0:06:59,3/27/2008,292389
187,Lawrence Lessig,Laws that choke creativity,3,2007,TED2007,0:18:56,11/6/2007,1878435
188,Raul Midon,"""Tembererana""",3,2007,TED2007,0:10:40,1/18/2008,396950
189,Sherwin Nuland,How electroshock therapy changed me,2,2003,TED2003,0:22:18,10/30/2007,1477810
190,Jan Chipchase,The anthropology of mobile phones,3,2007,TED2007,0:16:03,10/18/2007,685160
191,Matthieu Ricard,The habits of happiness,2,2004,TED2004,0:20:54,11/1/2007,7043115
192,David Keith,A critical look at geoengineering against climate change,9,2007,TEDSalon 2007 Hot Science,0:15:58,11/13/2007,830883
193,Juan Enriquez,Using biology to rethink the energy challenge,9,2007,TEDSalon 2007 Hot Science,0:18:10,11/15/2007,853154
194,Murray Gell-Mann,"Beauty, truth and ... physics?",3,2007,TED2007,0:16:02,12/6/2007,1165396
195,Robert Full,The sticky wonder of gecko feet,2,2005,TED2005,0:19:24,11/27/2007,697310
196,David Pogue,The music wars,3,2007,TED2007,0:04:15,1/24/2008,582562
197,Philippe Starck,Design and destiny,3,2007,TED2007,0:17:06,12/4/2007,1735575
198,Ron Eglash,The fractals at the heart of African designs,6,2007,TEDGlobal 2007,0:16:57,11/29/2007,1503936
199,Arthur Benjamin,"A performance of ""Mathemagic""",2,2005,TED2005,0:15:14,12/13/2007,8264770
200,Daniel Goleman,Why aren't we more compassionate?,3,2007,TED2007,0:13:13,12/18/2007,1550216
201,Lakshmi Pratury,The lost art of letter-writing,3,2007,TED2007,0:04:09,12/20/2007,517927
202,Gever Tulley,5 dangerous things you should let your kids do,3,2007,TED2007,0:09:18,12/21/2007,4276077
203,Yossi Vardi,We're worried about local warming ... in your lap,3,2007,TED2007,0:06:15,1/4/2008,919707
204,Isabel Allende,Tales of passion,3,2007,TED2007,0:18:00,1/3/2008,3673751
205,J.J. Abrams,The mystery box,3,2007,TED2007,0:18:02,1/10/2008,3445488
206,David Gallo,Underwater astonishments,3,2007,TED2007,0:05:27,1/11/2008,13701249
207,Paola Antonelli,Treat design as art,3,2007,TED2007,0:18:17,1/15/2008,576914
208,Ben Dunlap,The life-long learner,3,2007,TED2007,0:19:08,1/23/2008,1789251
209,Bill Strickland,"Rebuilding a neighborhood with beauty, dignity, hope",2,2002,TED2002,0:35:28,1/20/2008,593205
210,Alison Jackson,An unusual glimpse at celebrity,7,2005,TEDGlobal 2005,0:17:36,1/28/2008,666871
211,Chris Anderson,TED's nonprofit transition,2,2002,TED2002,0:12:55,1/30/2008,320165
212,Robin Chase,The idea behind Zipcar (and what comes next),3,2007,TED2007,0:13:39,1/31/2008,428157
213,Jaime Lerner,A song of the city,3,2007,TED2007,0:15:43,2/4/2008,588182
214,Michael Pollan,A plant's-eye view,3,2007,TED2007,0:17:25,2/7/2008,1330903
215,David Macaulay,An illustrated journey through Rome,2,2002,TED2002,0:21:35,2/6/2008,689140
216,Howard Rheingold,The new power of collaboration,2,2005,TED2005,0:19:31,2/11/2008,907192
217,Eve Ensler,What security means to me,7,2005,TEDGlobal 2005,0:13:45,9/18/2008,1059004
218,Pamelia Kurstin,The untouchable music of the theremin,2,2002,TED2002,0:19:11,2/13/2008,1661707
219,Moshe Safdie,Building uniqueness,2,2002,TED2002,0:17:46,2/18/2008,538795
220,Joseph Lekuton,A parable for Kenya,6,2007,TEDGlobal 2007,0:05:26,2/25/2008,198546
221,George Dyson,The story of Project Orion,2,2002,TED2002,0:08:38,2/14/2008,779635
222,Jill Sobule + Julia Sweeney,The Jill and Julia Show,3,2007,TED2007,0:06:14,2/20/2008,481097
223,Raspyni Brothers,Juggle and jest,2,2002,TED2002,0:15:27,2/22/2008,800119
224,Roy Gould + Curtis Wong,A preview of the WorldWide Telescope,2,2008,TED2008,0:06:42,2/27/2008,1030473
225,Steve Jurvetson,Model rocketry,3,2007,TED2007,0:03:22,2/27/2008,406584
227,Craig Venter,On the verge of creating synthetic life,2,2008,TED2008,0:15:54,3/6/2008,994646
228,Alan Kay,A powerful idea about ideas,3,2007,TED2007,0:20:37,3/4/2008,770306
229,Jill Bolte Taylor,My stroke of insight,2,2008,TED2008,0:18:19,3/12/2008,20643201
230,Nicholas Negroponte,"5 predictions, from 1984",2,1984,TED1984,0:25:23,3/11/2008,963720
231,Frank Gehry,My days as a young rebel,3,1990,TED1990,0:44:38,3/13/2008,611691
232,Neil Turok,My wish: Find the next Einstein in Africa,2,2008,TED2008,0:24:50,3/20/2008,464845
233,Dave Eggers,My wish: Once Upon a School,2,2008,TED2008,0:25:35,3/18/2008,1341429
234,Karen Armstrong,My wish: The Charter for Compassion,2,2008,TED2008,0:21:28,3/19/2008,1234879
235,Siegfried Woldhek,The search for the true face of Leonardo,2,2008,TED2008,0:04:24,4/1/2008,1215421
236,Christopher deCharms,A look inside the brain in real time,2,2008,TED2008,0:04:02,3/24/2008,1421962
237,Clifford Stoll,The call to learn,2,2006,TED2006,0:17:57,3/26/2008,2251233
239,David Hoffman,Sputnik mania,3,2007,TED2007,0:03:50,4/2/2008,301515
241,Jakob Trollback,A new kind of music video,3,2007,TED2007,0:04:00,4/3/2008,475984
242,Stephen Hawking,Questioning the universe,2,2008,TED2008,0:10:12,4/4/2008,8497285
243,Al Gore,New thinking on the climate crisis,2,2008,TED2008,0:27:54,4/8/2008,1707949
245,Johnny Lee,Free or cheap Wii Remote hacks,2,2008,TED2008,0:05:40,4/11/2008,5449765
246,Tod Machover + Dan Ellsey,Inventing instruments that unlock new music,2,2008,TED2008,0:20:41,4/15/2008,490032
247,Yochai Benkler,The new open-source economics,7,2005,TEDGlobal 2005,0:17:52,4/16/2008,741519
248,Alisa Miller,How the news distorts our worldview,2,2008,TED2008,0:04:29,5/14/2008,1858444
249,Ernest Madu,World-class health care,6,2007,TEDGlobal 2007,0:16:43,4/17/2008,368007
250,Amy Tan,Where does creativity hide?,2,2008,TED2008,0:22:52,4/22/2008,2403922
251,Brian Greene,Making sense of string theory,2,2005,TED2005,0:19:06,4/22/2008,4028156
252,Dean Ornish,Your genes are not your fate,2,2008,TED2008,0:03:12,6/16/2008,1349583
253,Brian Cox,CERN's supercollider,2,2008,TED2008,0:14:59,4/29/2008,3033165
254,They Might Be Giants,Wake up!,3,2007,TED2007,0:17:21,4/29/2008,359024
255,Hector Ruiz,The thinking behind 50x15,6,2007,TEDGlobal 2007,0:19:57,5/1/2008,313833
258,Paul Stamets,6 ways mushrooms can save the world,2,2008,TED2008,0:17:44,5/6/2008,3984940
259,Paul Ewald,Can we domesticate germs?,3,2007,TED2007,0:17:51,5/7/2008,431549
260,Michael Moschen,Juggling as art ... and science,2,2002,TED2002,0:37:02,5/8/2008,938190
261,Joshua Klein,A thought experiment on the intelligence of crows,2,2008,TED2008,0:10:06,5/13/2008,2383014
263,Mark Bittman,What's wrong with what we eat,12,2007,EG 2007,0:20:08,5/15/2008,3750586
264,Robert Ballard,The astonishing hidden world of the deep ocean,2,2008,TED2008,0:18:19,5/20/2008,1260350
265,Rokia Traore,"""Kounandi""",6,2007,TEDGlobal 2007,0:06:26,6/5/2008,80699
266,Yves Behar,Designing objects that tell stories,2,2008,TED2008,0:17:43,5/21/2008,1091141
267,Arthur Ganson,Moving sculpture,2,2004,TED2002,0:15:44,5/27/2008,643979
268,Seyi Oyesola,A hospital tour in Nigeria,6,2007,TEDGlobal 2007,0:14:23,5/27/2008,228052
269,Susan Blackmore,"Memes and ""temes""",2,2008,TED2008,0:19:28,6/3/2008,726246
270,Paul Collier,"The ""bottom billion""",2,2008,TED2008,0:16:51,5/28/2008,956401
271,Nathan Myhrvold,"Archeology, animal photography, BBQ ...",3,2007,TED2007,0:17:14,6/4/2008,412802
272,Philip Zimbardo,The psychology of evil,2,2008,TED2008,0:23:16,9/23/2008,5750573
273,Wade Davis,The worldwide web of belief and ritual,2,2008,TED2008,0:19:12,6/10/2008,895864
274,Clay Shirky,Institutions vs. collaboration,7,2005,TEDGlobal 2005,0:20:46,7/10/2008,1078529
276,Murray Gell-Mann,The ancestor of language,3,2007,TED2007,0:02:15,6/11/2008,769968
278,George Dyson,The birth of the computer,2,2003,TED2003,0:17:18,6/15/2008,826147
279,Chris Jordan,Turning powerful stats into art,2,2008,TED2008,0:11:14,6/15/2008,1469931
280,Robert Full,Robots inspired by cockroach ingenuity,2,2002,TED2002,0:20:22,6/19/2008,776229
282,David Hoffman,What happens when you lose everything,2,2008,TED2008,0:04:00,7/9/2008,899546
285,Adam Grosser,A mobile fridge for vaccines,3,2007,TED2007,0:03:31,6/23/2008,847838
286,Benjamin Zander,The transformative power of classical music,2,2008,TED2008,0:20:43,6/25/2008,8959862
287,Nellie McKay,"""Clonie""",2,2008,TED2008,0:02:20,6/27/2008,665917
288,Nicholas Negroponte,"One Laptop per Child, two years on",12,2007,EG 2007,0:16:40,6/26/2008,392311
290,Sxip Shirey + Rachelle Garniez,"A performance with breath, music, passion",2,2008,TED2008,0:03:06,6/30/2008,216000
